signal_ratio,seed,nbin,sigma_avg_SR,sigma_avg_bg4b_SR,sigma_avg_CR,sigma_avg_bg4b_CR,initialize_with_fvt,rejected_SR,rejected_bg4b_SR,rejected_CR,rejected_bg4b_CR
0.02,24,10,5.4543324,5.6729136,2.3714619,1.849596,True,True,True,True,False
0.02,24,20,3.6818185,4.1415052,1.9771553,1.7327886,True,True,True,True,False
0.02,24,30,3.048777,3.563756,1.8124909,1.6194451,True,True,True,False,False
0.02,24,50,2.5488954,2.9082222,1.7169672,1.6109397,True,True,True,False,False
0.02,24,100,2.2031198,2.3230019,1.5113983,1.4418327,True,True,True,False,False
0.02,24,200,1.9266694,1.9639593,1.3652799,1.3277777,True,False,True,False,False
0.0,25,10,1.6963825,1.6963825,3.736893,3.736893,True,False,False,True,True
0.0,25,20,1.5473119,1.5473119,2.728681,2.728681,True,False,False,True,True
0.0,25,30,1.3491503,1.3491503,2.3441029,2.3441029,True,False,False,True,True
0.0,25,50,1.404095,1.404095,1.976428,1.976428,True,False,False,True,True
0.0,25,100,1.4029186,1.4029186,1.6911237,1.6911237,True,False,False,False,False
0.0,25,200,1.5169376,1.5169376,1.5827234,1.5827234,True,False,False,False,False
0.01,25,10,1.8793643,2.398029,1.6796426,2.4241557,True,False,True,False,True
0.01,25,20,1.5688114,1.873343,1.8532491,2.135046,True,False,False,False,True
0.01,25,30,1.6871147,1.8780075,1.5915384,1.8342184,True,False,False,False,False
0.01,25,50,1.7582433,1.8650179,1.5098522,1.6687328,True,False,False,False,False
0.01,25,100,1.5886841,1.6443826,1.4797796,1.5471113,True,False,False,False,False
0.01,25,200,1.6157575,1.6417478,1.5237939,1.5518802,True,False,False,False,False
0.02,25,10,6.171713,4.094149,2.9711447,3.6047199,True,True,True,True,True
0.02,25,20,4.500913,3.0123956,2.2285702,2.6185434,True,True,True,True,True
0.02,25,30,3.6518872,2.4828713,2.0379424,2.3074753,True,True,True,True,True
0.02,25,50,2.9633737,2.0762582,1.8090177,1.997338,True,True,True,False,True
0.02,25,100,2.3355503,1.8907615,1.654419,1.7501167,True,True,False,False,False
0.02,25,200,1.9555382,1.6877389,1.5955799,1.6456002,True,False,False,False,False
0.0,26,10,4.022962,4.022962,2.33554,2.33554,True,True,True,True,True
0.0,26,20,2.9069004,2.9069004,1.9452845,1.9452845,True,True,True,False,False
0.0,26,30,2.3176048,2.3176048,1.710921,1.710921,True,True,True,False,False
0.0,26,50,2.038354,2.038354,1.523234,1.523234,True,True,True,False,False
0.0,26,100,1.7315971,1.7315971,1.5011038,1.5011038,True,False,False,False,False
0.0,26,200,1.6239064,1.6239064,1.4686422,1.4686422,True,False,False,False,False
0.01,26,10,3.5102372,2.924613,2.4450455,1.8112226,True,True,True,True,False
0.01,26,20,2.7074366,2.3313007,1.9314473,1.5731124,True,True,True,False,False
0.01,26,30,2.4778793,2.1910255,1.8100386,1.6340852,True,True,True,False,False
0.01,26,50,2.1762674,1.9602276,1.6021621,1.4866484,True,True,True,False,False
0.01,26,100,1.8452153,1.7124146,1.595016,1.5218371,True,False,False,False,False
0.01,26,200,1.6352489,1.5598942,1.512575,1.4695691,True,False,False,False,False
0.02,26,10,5.704897,2.4445722,2.9420972,2.8444917,True,True,True,True,True
0.02,26,20,4.878879,2.1214454,2.2041218,2.161602,True,True,True,True,True
0.02,26,30,4.115366,1.8198692,2.058798,2.0259585,True,True,False,True,True
0.02,26,50,3.413237,1.7159364,1.8049651,1.7811548,True,True,False,False,False
0.02,26,100,2.6448987,1.59301,1.8139313,1.8020197,True,True,False,False,False
0.02,26,200,2.1271293,1.4607344,1.6759524,1.6692034,True,True,False,False,False
0.0,27,10,3.6200507,3.6200507,2.4918008,2.4918008,True,True,True,True,True
0.0,27,20,2.7051666,2.7051666,1.9320409,1.9320409,True,True,True,False,False
0.0,27,30,2.316896,2.316896,1.7342558,1.7342558,True,True,True,False,False
0.0,27,50,1.9352355,1.9352355,1.6591936,1.6591936,True,False,False,False,False
0.0,27,100,1.7684008,1.7684008,1.654418,1.654418,True,False,False,False,False
0.0,27,200,1.6106074,1.6106074,1.5015608,1.5015608,True,False,False,False,False
0.01,27,10,2.2977073,2.0590181,1.6569264,2.761507,True,True,True,False,True
0.01,27,20,1.9263881,1.776312,1.6460073,2.2251198,True,False,False,False,True
0.01,27,30,1.9830678,1.876782,1.4185797,1.8732843,True,True,False,False,False
0.01,27,50,1.7525702,1.6671702,1.5593024,1.8229835,True,False,False,False,False
0.01,27,100,1.7128586,1.6568106,1.6208608,1.7397189,True,False,False,False,False
0.01,27,200,1.6644791,1.6450992,1.5296403,1.5910449,True,False,False,False,False
0.02,27,10,3.7434814,3.8704104,4.843103,4.1978736,True,True,True,True,True
0.02,27,20,2.9298365,3.0072427,3.599932,3.2004454,True,True,True,True,True
0.02,27,30,2.4674456,2.517481,3.1582801,2.809978,True,True,True,True,True
0.02,27,50,2.165307,2.1962829,2.6947308,2.4533916,True,True,True,True,True
0.02,27,100,1.8795342,1.8957653,2.2948587,2.11163,True,False,False,True,True
0.02,27,200,1.7441839,1.7522774,1.8644562,1.7338805,True,False,False,False,False
0.0,28,10,4.4789257,4.4789257,2.728779,2.728779,True,True,True,True,True
0.0,28,20,3.3190973,3.3190973,2.360037,2.360037,True,True,True,True,True
0.0,28,30,2.8992352,2.8992352,1.8907579,1.8907579,True,True,True,False,False
0.0,28,50,2.353377,2.353377,1.8963482,1.8963482,True,True,True,False,False
0.0,28,100,2.1490395,2.1490395,1.6198063,1.6198063,True,True,True,False,False
0.0,28,200,1.8429922,1.8429922,1.5442904,1.5442904,True,False,False,False,False
0.01,28,10,4.6574016,2.621688,1.9447407,2.0746694,True,True,True,False,True
0.01,28,20,3.3685622,2.1503098,1.6883738,1.719566,True,True,True,False,False
0.01,28,30,2.999366,2.1154957,1.6594354,1.6642665,True,True,True,False,False
0.01,28,50,2.396127,1.7514654,1.60505,1.6238962,True,True,False,False,False
0.01,28,100,1.9276887,1.5305239,1.5989885,1.6087065,True,False,False,False,False
0.01,28,200,1.7810069,1.5828828,1.6136392,1.6253313,True,False,False,False,False
0.02,28,10,8.144795,2.1230376,2.859912,2.394957,True,True,True,True,True
0.02,28,20,5.862481,1.6573752,2.7618444,2.5359914,True,True,False,True,True
0.02,28,30,4.7785206,1.528216,2.2446938,2.0596452,True,True,False,True,True
0.02,28,50,3.8411474,1.6266903,1.9912288,1.8642194,True,True,False,True,False
0.02,28,100,2.883269,1.4170921,1.7979585,1.7395735,True,True,False,False,False
0.02,28,200,2.3098252,1.4491844,1.742855,1.7093194,True,True,False,False,False
0.0,29,10,1.5786153,1.5786153,2.3183575,2.3183575,True,False,False,True,True
0.0,29,20,1.8786255,1.8786255,1.9243569,1.9243569,True,False,False,False,False
0.0,29,30,1.7499543,1.7499543,1.7001306,1.7001306,True,False,False,False,False
0.0,29,50,1.7226646,1.7226646,1.5071497,1.5071497,True,False,False,False,False
0.0,29,100,1.5949435,1.5949435,1.5901672,1.5901672,True,False,False,False,False
0.0,29,200,1.5190779,1.5190779,1.4923093,1.4923093,True,False,False,False,False
0.01,29,10,2.9487963,2.9651532,1.9653313,1.8815926,True,True,True,True,False
0.01,29,20,1.9991126,2.007241,1.3673261,1.2704792,True,True,True,False,False
0.01,29,30,2.0424974,2.0514612,1.5550985,1.5252383,True,True,True,False,False
0.01,29,50,1.6647532,1.6735625,1.3573601,1.3236996,True,False,False,False,False
0.01,29,100,1.6158899,1.6204202,1.3954675,1.3709595,True,False,False,False,False
0.01,29,200,1.4672781,1.4608079,1.3446469,1.3303126,True,False,False,False,False
0.02,29,10,3.0001104,3.1539388,2.8127882,2.721399,True,True,True,True,True
0.02,29,20,2.2012122,2.3134491,2.1319096,2.0251195,True,True,True,True,True
0.02,29,30,1.9813247,2.0479507,1.9554049,1.8731214,True,True,True,False,False
0.02,29,50,2.0104904,2.043717,1.8166373,1.7624507,True,True,True,False,False
0.02,29,100,1.6404662,1.6313741,1.4918668,1.4543781,True,False,False,False,False
0.02,29,200,1.6653703,1.616845,1.5334337,1.5169457,True,False,False,False,False
0.0,30,10,1.9521166,1.9521166,2.053953,2.053953,True,False,False,True,True
0.0,30,20,1.6162419,1.6162419,2.1711986,2.1711986,True,False,False,True,True
0.0,30,30,1.6947023,1.6947023,1.7507557,1.7507557,True,False,False,False,False
0.0,30,50,1.4453119,1.4453119,1.562767,1.562767,True,False,False,False,False
0.0,30,100,1.4094996,1.4094996,1.5774157,1.5774157,True,False,False,False,False
0.0,30,200,1.4425322,1.4425322,1.497396,1.497396,True,False,False,False,False
0.01,30,10,1.7561101,2.0374675,1.8286171,2.088463,True,False,True,False,True
0.01,30,20,1.3636869,1.5295048,1.3211666,1.5311778,True,False,False,False,False
0.01,30,30,1.4060333,1.5123641,1.234487,1.3869227,True,False,False,False,False
0.01,30,50,1.3958056,1.4373876,1.3701738,1.4382524,True,False,False,False,False
0.01,30,100,1.3083322,1.3392296,1.4014643,1.4388316,True,False,False,False,False
0.01,30,200,1.3435011,1.3514645,1.387948,1.407179,True,False,False,False,False
0.02,30,10,8.854397,2.9717402,2.911486,2.3543208,True,True,True,True,True
0.02,30,20,6.1321034,2.4467812,2.369895,2.0464182,True,True,True,True,True
0.02,30,30,5.1156397,2.036543,2.0062032,1.7592647,True,True,True,True,False
0.02,30,50,4.0380745,1.7492825,1.6675098,1.4885309,True,True,False,False,False
0.02,30,100,2.9676304,1.4434384,1.4926045,1.3889866,True,True,False,False,False
0.02,30,200,2.288354,1.3620404,1.3830413,1.3326193,True,True,False,False,False
0.0,31,10,2.0627856,2.0627856,1.9629062,1.9629062,True,True,True,True,True
0.0,31,20,2.1595488,2.1595488,1.7560695,1.7560695,True,True,True,False,False
0.0,31,30,1.8024582,1.8024582,1.6994358,1.6994358,True,False,False,False,False
0.0,31,50,1.6449653,1.6449653,1.4557524,1.4557524,True,False,False,False,False
0.0,31,100,1.6273701,1.6273701,1.4190036,1.4190036,True,False,False,False,False
0.0,31,200,1.5324948,1.5324948,1.4605683,1.4605683,True,False,False,False,False
0.01,31,10,2.4500413,2.3812666,1.6625428,1.8412206,True,True,True,False,False
0.01,31,20,2.049471,2.0367053,1.3932681,1.5295361,True,True,True,False,False
0.01,31,30,1.904094,1.8927,1.4114591,1.4938772,True,False,False,False,False
0.01,31,50,1.7598375,1.7521906,1.3770622,1.4264084,True,False,False,False,False
0.01,31,100,1.5402753,1.5243587,1.4019789,1.4230847,True,False,False,False,False
0.01,31,200,1.6144562,1.5975888,1.4916873,1.4961833,True,False,False,False,False
0.02,31,10,7.3765163,1.924752,1.6660966,1.4107808,True,True,False,False,False
0.02,31,20,5.466689,2.4652479,1.8492529,1.754493,True,True,True,False,False
0.02,31,30,4.528486,2.033602,1.4298633,1.3516581,True,True,True,False,False
0.02,31,50,3.5506961,1.8433188,1.8954649,1.8549402,True,True,False,False,False
0.02,31,100,2.6931145,1.5436165,1.6618543,1.6437192,True,True,False,False,False
0.02,31,200,2.0977175,1.3827516,1.5110586,1.4977956,True,True,False,False,False
0.0,32,10,1.6202921,1.6202921,1.8275777,1.8275777,True,False,False,False,False
0.0,32,20,1.2274798,1.2274798,1.8054508,1.8054508,True,False,False,False,False
0.0,32,30,1.517161,1.517161,1.6077559,1.6077559,True,False,False,False,False
0.0,32,50,1.3993952,1.3993952,1.6106893,1.6106893,True,False,False,False,False
0.0,32,100,1.6017357,1.6017357,1.4452573,1.4452573,True,False,False,False,False
0.0,32,200,1.4828964,1.4828964,1.4131399,1.4131399,True,False,False,False,False
0.01,32,10,1.9076407,1.7708274,2.6539793,2.56797,True,False,False,True,True
0.01,32,20,1.9492049,1.8739127,2.1571386,2.1965055,True,False,False,True,True
0.01,32,30,1.5963075,1.5369055,1.9563392,2.0078955,True,False,False,False,True
0.01,32,50,1.5664393,1.5256835,1.8882833,1.8874524,True,False,False,False,False
0.01,32,100,1.5028758,1.4822463,1.7030281,1.7159888,True,False,False,False,False
0.01,32,200,1.4330511,1.4180453,1.5104736,1.5221994,True,False,False,False,False
0.02,32,10,7.3556046,5.2746344,2.1094766,2.3461568,True,True,True,True,True
0.02,32,20,5.2001204,4.0190325,1.6761647,1.7870269,True,True,True,False,False
0.02,32,30,4.3226767,3.3416336,1.637466,1.7131318,True,True,True,False,False
0.02,32,50,3.5273798,2.7931798,1.598641,1.6196904,True,True,True,False,False
0.02,32,100,2.721803,2.2327394,1.4606636,1.4745979,True,True,True,False,False
0.02,32,200,2.199764,1.8435812,1.4246478,1.4321998,True,True,False,False,False
0.0,51,10,3.5976548,3.5976548,2.950748,2.950748,False,True,True,True,True
0.0,51,20,2.994155,2.994155,2.4224749,2.4224749,False,True,True,True,True
0.0,51,30,2.6702783,2.6702783,2.065511,2.065511,False,True,True,True,True
0.0,51,50,2.3442438,2.3442438,1.8259523,1.8259523,False,True,True,False,False
0.0,51,100,1.9118757,1.9118757,1.769866,1.769866,False,False,False,False,False
0.0,51,200,1.6492164,1.6492164,1.5852032,1.5852032,False,False,False,False,False
0.01,51,10,6.110071,5.3471174,2.33572,2.1804953,False,True,True,True,True
0.01,51,20,4.337005,3.8474083,2.0631979,1.7814661,False,True,True,True,False
0.01,51,30,3.6343324,3.2420459,1.9083595,1.7460903,False,True,True,False,False
0.01,51,50,2.9746842,2.6969564,1.7268616,1.6080121,False,True,True,False,False
0.01,51,100,2.3484006,2.1733441,1.7342358,1.6865331,False,True,True,False,False
0.01,51,200,1.9036355,1.7953941,1.4386158,1.4063791,False,False,False,False,False
0.02,51,10,11.644224,5.3905654,2.7420526,2.7100332,False,True,True,True,True
0.02,51,20,8.094708,3.8653622,2.3237607,2.33955,False,True,True,True,True
0.02,51,30,6.6506925,3.3220134,2.1757405,2.182706,False,True,True,True,True
0.02,51,50,5.1598096,2.6642017,1.8606882,1.8650477,False,True,True,False,False
0.02,51,100,3.8050864,2.2050056,1.7723557,1.775479,False,True,True,False,False
0.02,51,200,2.8771214,1.8371388,1.6179113,1.6196705,False,True,False,False,False
0.0,52,10,8.246633,8.246633,2.9129958,2.9129958,False,True,True,True,True
0.0,52,20,5.8015018,5.8015018,2.5185835,2.5185835,False,True,True,True,True
0.0,52,30,4.683337,4.683337,2.243914,2.243914,False,True,True,True,True
0.0,52,50,3.7294233,3.7294233,2.0332332,2.0332332,False,True,True,True,True
0.0,52,100,2.8389177,2.8389177,1.6292689,1.6292689,False,True,True,False,False
0.0,52,200,2.2531466,2.2531466,1.4746953,1.4746953,False,True,True,False,False
0.01,52,10,3.2413476,2.4429133,2.816761,3.5379443,False,True,True,True,True
0.01,52,20,2.4637914,1.954492,2.498497,2.8862157,False,True,False,True,True
0.01,52,30,2.1729207,1.7857667,2.0816307,2.3754816,False,True,False,True,True
0.01,52,50,1.8426934,1.5710855,1.768643,1.9863565,False,False,False,False,True
0.01,52,100,1.6627274,1.5141971,1.6231884,1.7416775,False,False,False,False,False
0.01,52,200,1.4971735,1.4104328,1.5347686,1.6020378,False,False,False,False,False
0.02,52,10,8.959679,1.5584525,4.6618876,4.815531,False,True,False,True,True
0.02,52,20,6.495495,1.5910133,3.2884932,3.388555,False,True,False,True,True
0.02,52,30,5.3466835,1.485812,2.6720047,2.756002,False,True,False,True,True
0.02,52,50,4.2189107,1.3909208,2.2928505,2.359947,False,True,False,True,True
0.02,52,100,3.1698787,1.3284488,1.9780725,2.0175095,False,True,False,True,True
0.02,52,200,2.46811,1.3253058,1.7033833,1.7272929,False,True,False,False,False
0.0,33,10,2.472659,2.472659,2.2776616,2.2776616,True,True,True,True,True
0.0,33,20,2.0331511,2.0331511,1.6391973,1.6391973,True,True,True,False,False
0.0,33,30,1.8626487,1.8626487,1.668134,1.668134,True,False,False,False,False
0.0,33,50,1.6890557,1.6890557,1.5972916,1.5972916,True,False,False,False,False
0.0,33,100,1.7056152,1.7056152,1.5359231,1.5359231,True,False,False,False,False
0.0,33,200,1.686422,1.686422,1.5192794,1.5192794,True,False,False,False,False
0.01,33,10,2.6168964,1.3717842,1.2913876,1.6762775,True,True,False,False,False
0.01,33,20,2.395009,1.7572825,1.7309024,1.8892627,True,True,False,False,False
0.01,33,30,2.5002768,2.1170826,1.502423,1.6380538,True,True,True,False,False
0.01,33,50,2.0339031,1.7586607,1.5652505,1.6452054,True,True,False,False,False
0.01,33,100,1.8519224,1.7029396,1.6313243,1.6777891,True,False,False,False,False
0.01,33,200,1.8107793,1.7423613,1.3889598,1.4103479,True,False,False,False,False
0.02,33,10,5.1252236,3.516215,2.157241,1.7149944,True,True,True,True,False
0.02,33,20,3.7676218,2.5502944,1.8590215,1.6473981,True,True,True,False,False
0.02,33,30,3.2047288,2.3396425,1.5544102,1.3752122,True,True,True,False,False
0.02,33,50,2.478707,1.824817,1.6034905,1.50556,True,True,False,False,False
0.02,33,100,2.019602,1.6238617,1.3837881,1.3170198,True,True,False,False,False
0.02,33,200,1.6982961,1.4563091,1.4873492,1.4546728,True,False,False,False,False
0.0,34,10,3.0500774,3.0500774,1.7807633,1.7807633,True,True,True,False,False
0.0,34,20,2.72903,2.72903,1.6132637,1.6132637,True,True,True,False,False
0.0,34,30,2.3984723,2.3984723,1.343227,1.343227,True,True,True,False,False
0.0,34,50,1.9793831,1.9793831,1.40001,1.40001,True,True,True,False,False
0.0,34,100,1.7329845,1.7329845,1.4452615,1.4452615,True,False,False,False,False
0.0,34,200,1.6447717,1.6447717,1.4854981,1.4854981,True,False,False,False,False
0.01,34,10,4.5235267,4.692723,1.4914993,2.917708,True,True,True,False,True
0.01,34,20,3.4336314,3.4684944,1.4845397,2.2758257,True,True,True,False,True
0.01,34,30,2.9288235,2.9474893,1.5484121,2.0518763,True,True,True,False,True
0.01,34,50,2.3664002,2.394825,1.4385436,1.7797965,True,True,True,False,False
0.01,34,100,2.0703418,2.096321,1.4481374,1.6293048,True,True,True,False,False
0.01,34,200,1.7946365,1.802008,1.4994812,1.5861142,True,False,False,False,False
0.02,34,10,6.390361,2.9217033,1.7233771,2.408856,True,True,True,False,True
0.02,34,20,4.7940497,2.2622786,1.4243554,1.82743,True,True,True,False,False
0.02,34,30,4.0731134,2.087848,1.2150393,1.5529623,True,True,True,False,False
0.02,34,50,3.2799149,1.7073963,1.2322732,1.4301704,True,True,False,False,False
0.02,34,100,2.5787277,1.5835974,1.4042342,1.5016822,True,True,False,False,False
0.02,34,200,2.0590634,1.4123008,1.3708308,1.4191896,True,True,False,False,False
0.0,35,10,1.4487214,1.4487214,3.0816255,3.0816255,True,False,False,True,True
0.0,35,20,1.489193,1.489193,2.352028,2.352028,True,False,False,True,True
0.0,35,30,1.5030357,1.5030357,2.02511,2.02511,True,False,False,True,True
0.0,35,50,1.7230346,1.7230346,1.757516,1.757516,True,False,False,False,False
0.0,35,100,1.7123826,1.7123826,1.7289475,1.7289475,True,False,False,False,False
0.0,35,200,1.4712806,1.4712806,1.5984626,1.5984626,True,False,False,False,False
0.01,35,10,3.7297843,3.026484,3.4290025,4.1967406,True,True,True,True,True
0.01,35,20,2.7079444,2.2330148,2.4622293,3.0322413,True,True,True,True,True
0.01,35,30,2.555032,2.2317338,2.2157707,2.664517,True,True,True,True,True
0.01,35,50,2.1216614,1.890535,1.8242735,2.1593685,True,True,False,False,True
0.01,35,100,1.8566985,1.7153096,1.6924721,1.8833934,True,False,False,False,False
0.01,35,200,1.6770447,1.6020032,1.5962023,1.6988746,True,False,False,False,False
0.02,35,10,5.4863873,2.0911064,2.0926936,2.2113256,True,True,True,True,True
0.02,35,20,3.9485493,1.7876691,1.5344584,1.5502532,True,True,False,False,False
0.02,35,30,3.3443305,1.6257046,1.6263524,1.6587205,True,True,False,False,False
0.02,35,50,2.7130935,1.4504982,1.6061119,1.6247741,True,True,False,False,False
0.02,35,100,2.205998,1.475979,1.5604407,1.5840648,True,True,False,False,False
0.02,35,200,1.8678094,1.4560063,1.5956589,1.6005712,True,False,False,False,False
0.0,36,10,2.8610537,2.8610537,2.040587,2.040587,True,True,True,True,True
0.0,36,20,2.2527971,2.2527971,1.4244938,1.4244938,True,True,True,False,False
0.0,36,30,2.0793262,2.0793262,1.5656546,1.5656546,True,True,True,False,False
0.0,36,50,1.6728572,1.6728572,1.5635046,1.5635046,True,False,False,False,False
0.0,36,100,1.6349249,1.6349249,1.4512025,1.4512025,True,False,False,False,False
0.0,36,200,1.6315118,1.6315118,1.4145628,1.4145628,True,False,False,False,False
0.01,36,10,2.5523396,3.0156496,1.0308324,1.4531037,True,True,True,False,False
0.01,36,20,1.9538858,2.1864426,1.4132113,1.5966731,True,False,True,False,False
0.01,36,30,2.048949,2.1636555,1.3657562,1.5139619,True,True,True,False,False
0.01,36,50,1.7551744,1.8344882,1.3884456,1.4715542,True,False,False,False,False
0.01,36,100,1.5829827,1.6232467,1.3899074,1.434131,True,False,False,False,False
0.01,36,200,1.66148,1.6820394,1.4217789,1.444163,True,False,False,False,False
0.02,36,10,6.518021,4.1997066,2.0836735,1.8994113,True,True,True,True,False
0.02,36,20,4.7928553,2.994603,1.7419926,1.6675487,True,True,True,False,False
0.02,36,30,3.922984,2.605326,1.6658292,1.5992477,True,True,True,False,False
0.02,36,50,3.2384043,2.2311714,1.4386089,1.3995252,True,True,True,False,False
0.02,36,100,2.5996706,1.9823904,1.4704999,1.4476609,True,True,True,False,False
0.02,36,200,2.2281928,1.8300296,1.4070762,1.3936226,True,True,False,False,False
0.0,37,10,2.1537678,2.1537678,2.3641734,2.3641734,True,True,True,True,True
0.0,37,20,1.8066913,1.8066913,1.9094132,1.9094132,True,False,False,False,False
0.0,37,30,1.8445374,1.8445374,1.6680788,1.6680788,True,False,False,False,False
0.0,37,50,1.8086351,1.8086351,1.5867304,1.5867304,True,False,False,False,False
0.0,37,100,1.6484269,1.6484269,1.4325631,1.4325631,True,False,False,False,False
0.0,37,200,1.6018326,1.6018326,1.3993348,1.3993348,True,False,False,False,False
0.01,37,10,1.482672,1.4616823,1.7311143,2.766128,True,False,False,False,True
0.01,37,20,1.6622461,1.6552476,2.0437639,2.5414245,True,False,False,True,True
0.01,37,30,1.3968902,1.3865726,1.4884776,1.9042606,True,False,False,False,False
0.01,37,50,1.4241674,1.4216256,1.530988,1.7756412,True,False,False,False,False
0.01,37,100,1.3243442,1.3207096,1.569943,1.6936972,True,False,False,False,False
0.01,37,200,1.4497992,1.4487348,1.3964548,1.471913,True,False,False,False,False
0.02,37,10,4.216224,1.9378173,1.9942449,2.262192,True,True,False,True,True
0.02,37,20,3.0472996,1.7038388,1.6802194,1.8474987,True,True,False,False,False
0.02,37,30,2.618284,1.5895917,1.7548941,1.8670888,True,True,False,False,False
0.02,37,50,2.2570198,1.6111532,1.5923232,1.6694436,True,True,False,False,False
0.02,37,100,1.7999479,1.389553,1.5173066,1.5528685,True,False,False,False,False
0.02,37,200,1.58448,1.3577871,1.4946136,1.5075282,True,False,False,False,False
0.0,38,10,3.0501351,3.0501351,2.6053042,2.6053042,True,True,True,True,True
0.0,38,20,2.2523332,2.2523332,2.0548303,2.0548303,True,True,True,True,True
0.0,38,30,2.0043366,2.0043366,1.8317828,1.8317828,True,True,True,False,False
0.0,38,50,1.9872756,1.9872756,1.8278548,1.8278548,True,True,True,False,False
0.0,38,100,1.6679722,1.6679722,1.6751751,1.6751751,True,False,False,False,False
0.0,38,200,1.5378315,1.5378315,1.5504414,1.5504414,True,False,False,False,False
0.01,38,10,3.8455174,2.3650393,2.664781,2.3745134,True,True,True,True,True
0.01,38,20,2.8227048,1.9248674,2.1790743,1.9388025,True,True,False,True,False
0.01,38,30,2.4036653,1.7527934,1.9461634,1.7656956,True,True,False,False,False
0.01,38,50,2.1306672,1.6926862,1.8605222,1.7533374,True,True,False,False,False
0.01,38,100,1.8874462,1.6731119,1.9060676,1.8627753,True,False,False,False,False
0.01,38,200,1.6676251,1.536804,1.6865951,1.6582838,True,False,False,False,False
0.02,38,10,3.9692032,4.501572,5.0269623,3.4616563,True,True,True,True,True
0.02,38,20,3.0961812,3.4388366,3.5045712,2.8356082,True,True,True,True,True
0.02,38,30,2.5159342,2.8071084,3.178634,2.425845,True,True,True,True,True
0.02,38,50,2.276147,2.468868,2.7127237,2.0659719,True,True,True,True,True
0.02,38,100,1.8919812,1.9959017,2.2751439,1.8853416,True,False,True,True,False
0.02,38,200,1.8304219,1.8274348,1.8757977,1.6035808,True,False,False,False,False
0.0,39,10,6.015431,6.015431,1.5362998,1.5362998,True,True,True,False,False
0.0,39,20,4.455479,4.455479,1.5850321,1.5850321,True,True,True,False,False
0.0,39,30,3.6733565,3.6733565,1.767314,1.767314,True,True,True,False,False
0.0,39,50,2.9524205,2.9524205,1.5458908,1.5458908,True,True,True,False,False
0.0,39,100,2.3819785,2.3819785,1.4893949,1.4893949,True,True,True,False,False
0.0,39,200,2.0429065,2.0429065,1.4518868,1.4518868,True,True,True,False,False
0.01,39,10,3.507036,4.313677,2.647117,3.647451,True,True,True,True,True
0.01,39,20,2.5939968,3.1065142,2.0065532,2.593102,True,True,True,True,True
0.01,39,30,2.2435696,2.6431708,1.6873262,2.1644385,True,True,True,False,True
0.01,39,50,1.8770462,2.172355,1.6681952,1.9365642,True,False,True,False,False
0.01,39,100,1.6356822,1.8035862,1.443481,1.6153876,True,False,False,False,False
0.01,39,200,1.5522635,1.6452981,1.4713721,1.5581354,True,False,False,False,False
0.02,39,10,5.8435698,0.5352741,1.8368769,1.8253716,True,True,False,False,False
0.02,39,20,4.1649914,1.0176954,1.5054821,1.4982156,True,True,False,False,False
0.02,39,30,3.5697043,1.3260335,1.2944237,1.3084843,True,True,False,False,False
0.02,39,50,2.8631988,1.3017876,1.2365208,1.228624,True,True,False,False,False
0.02,39,100,2.379866,1.4300025,1.3966218,1.4014738,True,True,False,False,False
0.02,39,200,2.0084312,1.3964411,1.403816,1.4123228,True,True,False,False,False
0.0,40,10,2.982476,2.982476,2.0636437,2.0636437,True,True,True,True,True
0.0,40,20,2.391812,2.391812,1.586618,1.586618,True,True,True,False,False
0.0,40,30,2.0036483,2.0036483,1.8774111,1.8774111,True,True,True,False,False
0.0,40,50,1.785754,1.785754,1.8093965,1.8093965,True,False,False,False,False
0.0,40,100,1.6472046,1.6472046,1.5853364,1.5853364,True,False,False,False,False
0.0,40,200,1.5570052,1.5570052,1.6045978,1.6045978,True,False,False,False,False
0.01,40,10,2.8861284,1.4990425,1.2027248,0.85741687,True,True,False,False,False
0.01,40,20,2.2671373,1.3984109,1.8014467,1.6316975,True,True,False,False,False
0.01,40,30,2.1301825,1.5209521,1.5648198,1.4795552,True,True,False,False,False
0.01,40,50,1.8529506,1.4560144,1.7434926,1.6799736,True,False,False,False,False
0.01,40,100,1.7008299,1.4998912,1.5564353,1.5356191,True,False,False,False,False
0.01,40,200,1.5971287,1.4745156,1.4958572,1.4824308,True,False,False,False,False
0.02,40,10,6.988657,2.010203,2.0677152,1.8424728,True,True,True,True,False
0.02,40,20,4.94087,2.015725,1.8933502,1.7528392,True,True,True,False,False
0.02,40,30,4.0258904,1.6848545,1.8301259,1.768516,True,True,False,False,False
0.02,40,50,3.4023108,1.6966963,1.7142663,1.6324966,True,True,False,False,False
0.02,40,100,2.6238108,1.474664,1.6263703,1.5884734,True,True,False,False,False
0.02,40,200,2.1047342,1.3890735,1.5983204,1.5769879,True,True,False,False,False
0.0,41,10,2.824957,2.824957,3.1672351,3.1672351,True,True,True,True,True
0.0,41,20,2.0648103,2.0648103,2.4120047,2.4120047,True,True,True,True,True
0.0,41,30,1.8976479,1.8976479,2.1316495,2.1316495,True,False,False,True,True
0.0,41,50,1.7188207,1.7188207,2.087801,2.087801,True,False,False,True,True
0.0,41,100,1.6147873,1.6147873,1.7574592,1.7574592,True,False,False,False,False
0.0,41,200,1.5124596,1.5124596,1.6966335,1.6966335,True,False,False,False,False
